a1,a2,a3,a4,load,failure
2.77374291596148,3.625441423487498,3.053216623458274,2.4796700432641483,0.0,1
3.0091175103800225,3.5662014570651674,2.85455568385765,2.5975739415829326,0.0,1
2.2588934125576894,3.1892514136743793,1.971267463514877,1.726623719006842,0.0,1
2.4867894985152286,2.758436995631099,2.6586896834605604,2.0689242829451997,0.0,1
3.2450922727840954,3.0515407793194393,2.536531080824397,2.085757739436172,0.0,1
3.6467189013898333,4.383469159211825,3.2599726607838724,3.3718637484524088,0.0,1
4.105311135895687,4.085470139041594,3.367039009694526,3.3862482081647256,0.0,1
4.559013884401195,4.697536927385915,3.6981647854160538,3.5765500353909205,0.0,1
3.2612854821821475,3.411566285189879,3.0867383190569853,3.1624571282643013,0.0,1
5.8827654199556285,4.774134777069505,4.79512160268057,4.115952576010192,0.0,1
3.4525213693096237,4.208207173336544,3.220628201528086,3.4488741034275607,0.0,1
3.929588344996365,4.403409950832851,3.533251501867458,4.097032237946424,0.0,1
3.0234894758434305,2.78484773871161,2.429273356038483,3.6918964442929245,0.0,1
3.2484534225776027,3.6109914534354486,2.586738827549495,4.703708082209406,0.0,1
3.1524832142192265,4.727220835134211,3.4472948170748223,4.097066473260401,0.0,1
2.5584845166277352,2.5523376383699423,2.7454918350559057,4.161720949352068,0.0,1
3.92769289029457,5.167492390193214,3.1211550875165974,3.6588259822013445,0.0,1
4.92650625873129,3.8929263220073693,3.548215774031209,3.998246424470612,0.0,1
3.535046122674761,4.410440487944833,3.3836750195085177,3.6792600401315196,0.0,1
2.9044151846861372,4.118945585283107,3.0413240710275113,2.475489798732228,0.0,1
3.218836252236708,3.928851189762507,3.012372271489076,3.6368487040910566,0.0,1
3.255191989112901,2.7507254931433547,2.6855020327025407,2.693309764297212,0.0,1
3.176223371062422,3.3607328006522303,2.6744503445485015,2.27122787255329,0.0,1
3.971212528555313,4.297820799184003,3.785566700457766,2.896689690725022,0.0,1
2.754399524215981,2.754842908633907,2.639477909593252,2.9710020493082356,0.0,1
